language_iso,model,included,local_rank,n_extended,lang_avg,n_tasks
jpn,nvidia__llama-embed-nemotron-8b,True,1,54,0.8658950000000001,2
jpn,Qwen__Qwen3-Embedding-8B,True,2,54,0.8622449999999999,2
jpn,google__gemini-embedding-001,True,3,54,0.855765,2
jpn,Qwen__Qwen3-Embedding-4B,True,4,54,0.8343050000000001,2
jpn,microsoft__harrier-oss-v1-27b,True,5,54,0.83347,2
jpn,codefuse-ai__F2LLM-v2-14B,True,6,54,0.826395,2
jpn,perplexity-ai__pplx-embed-v1-4b,True,7,54,0.824655,2
jpn,perplexity-ai__pplx-embed-v1-0.6b,True,8,54,0.822765,2
jpn,BidirLM__BidirLM-1.7B-Embedding,True,9,54,0.81959,2
jpn,BAAI__bge-m3,True,10,54,0.816615,2
jpn,codefuse-ai__F2LLM-v2-8B,True,11,54,0.81516,2
jpn,google__embeddinggemma-300m,True,12,54,0.81429,2
jpn,jinaai__jina-embeddings-v5-text-small,True,13,54,0.81256,2
jpn,tencent__KaLM-Embedding-Gemma3-12B-2511,True,14,54,0.81104,2
jpn,jinaai__jina-embeddings-v5-text-nano,True,15,54,0.809625,2
jpn,BidirLM__BidirLM-1B-Embedding,True,16,54,0.80928,2
jpn,ICT-TIME-and-Querit__BOOM_4B_v1,True,17,54,0.801615,2
jpn,codefuse-ai__F2LLM-v2-4B,True,18,54,0.798495,2
jpn,BidirLM__BidirLM-Omni-2.5B-Embedding,True,19,54,0.795415,2
jpn,infly__inf-retriever-v1,True,20,54,0.795255,2
jpn,ICT-TIME-and-Querit__ICT-TIME-and-Querit-embedding-v1,True,21,54,0.7950900000000001,2
jpn,microsoft__harrier-oss-v1-0.6b,True,22,54,0.792705,2
jpn,Bytedance__Seed1.6-embedding-1215,True,23,54,0.787345,2
jpn,infly__inf-retriever-v1-1.5b,True,24,54,0.783895,2
jpn,BidirLM__BidirLM-0.6B-Embedding,True,25,54,0.78386,2
jpn,zeroentropy__zembed-1,True,26,54,0.78352,2
jpn,codefuse-ai__F2LLM-v2-1.7B,True,27,54,0.77827,2
jpn,Qwen__Qwen3-Embedding-0.6B,True,28,54,0.765205,2
jpn,voyageai__voyage-3.5,True,29,54,0.76285,2
jpn,codefuse-ai__F2LLM-v2-0.6B,True,30,54,0.75401,2
jpn,ibm-granite__granite-embedding-311m-multilingual-r2,True,31,54,0.7413350000000001,2
jpn,google__text-multilingual-embedding-002,True,32,54,0.734545,2
jpn,microsoft__harrier-oss-v1-270m,True,33,54,0.73314,2
jpn,codefuse-ai__F2LLM-v2-330M,True,34,54,0.71889,2
jpn,GritLM__GritLM-7B,True,35,54,0.71794,2
jpn,intfloat__multilingual-e5-small,True,36,54,0.716655,2
jpn,BidirLM__BidirLM-270M-Embedding,True,37,54,0.704635,2
jpn,ibm-granite__granite-embedding-97m-multilingual-r2,True,38,54,0.682445,2
jpn,Snowflake__snowflake-arctic-embed-m-v2.0,True,39,54,0.681665,2
jpn,codefuse-ai__F2LLM-v2-160M,True,40,54,0.67535,2
jpn,codefuse-ai__F2LLM-v2-80M,True,41,54,0.64486,2
jpn,sentence-transformers__static-similarity-mrl-multilingual-v1,True,42,54,0.387865,2
jpn,sdadas__mmlw-e5-small,True,43,54,0.02669,2
jpn,sdadas__mmlw-e5-base,True,44,54,0.02558,2
jpn,DeepPavlov__rubert-base-cased-sentence,True,45,54,0.025285,2
jpn,cointegrated__LaBSE-en-ru,True,46,54,0.01408,2
jpn,sergeyzh__LaBSE-ru-turbo,True,47,54,0.013345,2
jpn,sergeyzh__rubert-tiny-turbo,True,48,54,0.012825,2
jpn,cointegrated__rubert-tiny2,True,49,54,0.00816,2
jpn,ai-forever__sbert_large_mt_nlu_ru,True,50,54,0.00599,2
jpn,ai-forever__sbert_large_nlu_ru,True,51,54,0.005905,2
jpn,deepvk__deberta-v1-base,True,52,54,0.00521,2
jpn,DeepPavlov__distilrubert-small-cased-conversational,True,53,54,0.004505,2
jpn,cointegrated__rubert-tiny,True,54,54,0.00412,2
hin,google__gemini-embedding-001,True,1,53,0.8266625000000001,4
hin,Qwen__Qwen3-Embedding-8B,True,2,53,0.819995,4
hin,nvidia__llama-embed-nemotron-8b,True,3,53,0.8145775000000001,4
hin,tencent__KaLM-Embedding-Gemma3-12B-2511,True,4,53,0.7958700000000001,4
hin,microsoft__harrier-oss-v1-27b,True,5,53,0.7925599999999999,4
hin,Qwen__Qwen3-Embedding-4B,True,6,53,0.7905949999999999,4
hin,codefuse-ai__F2LLM-v2-14B,True,7,53,0.7763625000000001,4
hin,codefuse-ai__F2LLM-v2-8B,True,8,53,0.7750775000000001,4
hin,perplexity-ai__pplx-embed-v1-4b,True,9,53,0.774845,4
hin,codefuse-ai__F2LLM-v2-4B,True,10,53,0.76436,4
hin,ICT-TIME-and-Querit__ICT-TIME-and-Querit-embedding-v1,True,11,53,0.75543,4
hin,Bytedance__Seed1.6-embedding-1215,True,12,53,0.7517375,4
hin,zeroentropy__zembed-1,True,13,53,0.75169,4
hin,ICT-TIME-and-Querit__BOOM_4B_v1,True,14,53,0.7499425000000001,4
hin,infly__inf-retriever-v1,True,15,53,0.7492375,4
hin,jinaai__jina-embeddings-v5-text-small,True,16,53,0.7421975000000001,4
hin,codefuse-ai__F2LLM-v2-1.7B,True,17,53,0.7376100000000001,4
hin,google__embeddinggemma-300m,True,18,53,0.7317275,4
hin,jinaai__jina-embeddings-v5-text-nano,True,19,53,0.7218800000000001,4
hin,perplexity-ai__pplx-embed-v1-0.6b,True,20,53,0.714655,4
hin,BidirLM__BidirLM-Omni-2.5B-Embedding,True,21,53,0.7094875,4
hin,BidirLM__BidirLM-1B-Embedding,True,22,53,0.7001875,4
hin,BidirLM__BidirLM-1.7B-Embedding,True,23,53,0.6982125,4
hin,google__text-multilingual-embedding-002,True,24,53,0.69551,4
hin,voyageai__voyage-3.5,True,25,53,0.6755599999999999,4
hin,codefuse-ai__F2LLM-v2-0.6B,True,26,53,0.672775,4
hin,BAAI__bge-m3,True,27,53,0.66353,4
hin,microsoft__harrier-oss-v1-0.6b,True,28,53,0.6539,4
hin,Qwen__Qwen3-Embedding-0.6B,True,29,53,0.6488975,4
hin,codefuse-ai__F2LLM-v2-330M,True,30,53,0.6455875000000001,4
hin,GritLM__GritLM-7B,True,31,53,0.6416525,4
hin,infly__inf-retriever-v1-1.5b,True,32,53,0.6361600000000001,4
hin,ibm-granite__granite-embedding-311m-multilingual-r2,True,33,53,0.626975,4
hin,microsoft__harrier-oss-v1-270m,True,34,53,0.6122325000000001,4
hin,codefuse-ai__F2LLM-v2-160M,True,35,53,0.588935,4
hin,BidirLM__BidirLM-0.6B-Embedding,True,36,53,0.5698,4
hin,Snowflake__snowflake-arctic-embed-m-v2.0,True,37,53,0.5682,4
hin,codefuse-ai__F2LLM-v2-80M,True,38,53,0.54471,4
hin,BidirLM__BidirLM-270M-Embedding,True,39,53,0.5168550000000001,4
hin,ibm-granite__granite-embedding-97m-multilingual-r2,True,40,53,0.5043,4
hin,sentence-transformers__static-similarity-mrl-multilingual-v1,True,41,53,0.2445275,4
hin,sergeyzh__LaBSE-ru-turbo,True,42,53,0.0248525,4
hin,cointegrated__LaBSE-en-ru,True,43,53,0.024375,4
hin,sdadas__mmlw-e5-base,True,44,53,0.0237399999999999,4
hin,sdadas__mmlw-e5-small,True,45,53,0.02101,4
hin,sergeyzh__rubert-tiny-turbo,True,46,53,0.0166175,4
hin,cointegrated__rubert-tiny2,True,47,53,0.0114975,4
hin,DeepPavlov__rubert-base-cased-sentence,True,48,53,0.00821,4
hin,ai-forever__sbert_large_mt_nlu_ru,True,49,53,0.0079975,4
hin,ai-forever__sbert_large_nlu_ru,True,50,53,0.0065475,4
hin,cointegrated__rubert-tiny,True,51,53,0.005675,4
hin,DeepPavlov__distilrubert-small-cased-conversational,True,52,53,0.004535,4
hin,deepvk__deberta-v1-base,True,53,53,0.0035275,4
ara,google__gemini-embedding-001,True,1,54,0.8291033333333333,3
ara,Qwen__Qwen3-Embedding-8B,True,2,54,0.8271866666666666,3
ara,microsoft__harrier-oss-v1-27b,True,3,54,0.8042033333333333,3
ara,nvidia__llama-embed-nemotron-8b,True,4,54,0.79753,3
ara,tencent__KaLM-Embedding-Gemma3-12B-2511,True,5,54,0.7879466666666666,3
ara,codefuse-ai__F2LLM-v2-14B,True,6,54,0.7792666666666666,3
ara,codefuse-ai__F2LLM-v2-8B,True,7,54,0.7645966666666667,3
ara,Qwen__Qwen3-Embedding-4B,True,8,54,0.7565200000000001,3
ara,codefuse-ai__F2LLM-v2-4B,True,9,54,0.7372033333333334,3
ara,perplexity-ai__pplx-embed-v1-4b,True,10,54,0.7150533333333332,3
ara,infly__inf-retriever-v1,True,11,54,0.7105899999999999,3
ara,ICT-TIME-and-Querit__ICT-TIME-and-Querit-embedding-v1,True,12,54,0.7021866666666666,3
ara,ICT-TIME-and-Querit__BOOM_4B_v1,True,13,54,0.70212,3
ara,zeroentropy__zembed-1,True,14,54,0.6881900000000001,3
ara,jinaai__jina-embeddings-v5-text-small,True,15,54,0.6880566666666666,3
ara,codefuse-ai__F2LLM-v2-1.7B,True,16,54,0.6861133333333332,3
ara,Bytedance__Seed1.6-embedding-1215,True,17,54,0.6810666666666667,3
ara,BidirLM__BidirLM-Omni-2.5B-Embedding,True,18,54,0.6809666666666668,3
ara,jinaai__jina-embeddings-v5-text-nano,True,19,54,0.6771699999999999,3
ara,BidirLM__BidirLM-1.7B-Embedding,True,20,54,0.6729066666666667,3
ara,BidirLM__BidirLM-1B-Embedding,True,21,54,0.6489133333333333,3
ara,perplexity-ai__pplx-embed-v1-0.6b,True,22,54,0.6371866666666667,3
ara,google__embeddinggemma-300m,True,23,54,0.61444,3
ara,voyageai__voyage-3.5,True,24,54,0.60152,3
ara,codefuse-ai__F2LLM-v2-0.6B,True,25,54,0.5992799999999999,3
ara,BAAI__bge-m3,True,26,54,0.5968033333333334,3
ara,infly__inf-retriever-v1-1.5b,True,27,54,0.5948733333333334,3
ara,microsoft__harrier-oss-v1-0.6b,True,28,54,0.58887,3
ara,GritLM__GritLM-7B,True,29,54,0.5786466666666668,3
ara,codefuse-ai__F2LLM-v2-330M,True,30,54,0.5682366666666666,3
ara,google__text-multilingual-embedding-002,True,31,54,0.5671233333333333,3
ara,Qwen__Qwen3-Embedding-0.6B,True,32,54,0.5636000000000001,3
ara,BidirLM__BidirLM-0.6B-Embedding,True,33,54,0.5587966666666667,3
ara,microsoft__harrier-oss-v1-270m,True,34,54,0.54456,3
ara,codefuse-ai__F2LLM-v2-160M,True,35,54,0.49746,3
ara,ibm-granite__granite-embedding-311m-multilingual-r2,True,36,54,0.4939366666666666,3
ara,intfloat__multilingual-e5-small,True,37,54,0.48035,3
ara,codefuse-ai__F2LLM-v2-80M,True,38,54,0.4501366666666666,3
ara,ibm-granite__granite-embedding-97m-multilingual-r2,True,39,54,0.41971,3
ara,Snowflake__snowflake-arctic-embed-m-v2.0,True,40,54,0.4170766666666667,3
ara,BidirLM__BidirLM-270M-Embedding,True,41,54,0.4137533333333333,3
ara,sentence-transformers__static-similarity-mrl-multilingual-v1,True,42,54,0.17484,3
ara,cointegrated__LaBSE-en-ru,True,43,54,0.0230633333333333,3
ara,sergeyzh__LaBSE-ru-turbo,True,44,54,0.0221666666666666,3
ara,sdadas__mmlw-e5-small,True,45,54,0.0177066666666666,3
ara,sdadas__mmlw-e5-base,True,46,54,0.01405,3
ara,sergeyzh__rubert-tiny-turbo,True,47,54,0.0134633333333333,3
ara,cointegrated__rubert-tiny2,True,48,54,0.0078999999999999,3
ara,ai-forever__sbert_large_mt_nlu_ru,True,49,54,0.0078766666666666,3
ara,DeepPavlov__rubert-base-cased-sentence,True,50,54,0.0066633333333333,3
ara,cointegrated__rubert-tiny,True,51,54,0.0059766666666666,3
ara,ai-forever__sbert_large_nlu_ru,True,52,54,0.0052,3
ara,deepvk__deberta-v1-base,True,53,54,0.0046366666666666,3
ara,DeepPavlov__distilrubert-small-cased-conversational,True,54,54,0.0045433333333333,3
zho,Qwen__Qwen3-Embedding-8B,True,1,54,0.8028133333333334,3
zho,nvidia__llama-embed-nemotron-8b,True,2,54,0.8012,3
zho,google__gemini-embedding-001,True,3,54,0.7967866666666666,3
zho,Qwen__Qwen3-Embedding-4B,True,4,54,0.7828733333333333,3
zho,perplexity-ai__pplx-embed-v1-4b,True,5,54,0.7767733333333333,3
zho,perplexity-ai__pplx-embed-v1-0.6b,True,6,54,0.77515,3
zho,Bytedance__Seed1.6-embedding-1215,True,7,54,0.7750400000000001,3
zho,tencent__KaLM-Embedding-Gemma3-12B-2511,True,8,54,0.7688966666666667,3
zho,google__embeddinggemma-300m,True,9,54,0.7681566666666666,3
zho,ICT-TIME-and-Querit__ICT-TIME-and-Querit-embedding-v1,True,10,54,0.76609,3
zho,ICT-TIME-and-Querit__BOOM_4B_v1,True,11,54,0.76559,3
zho,jinaai__jina-embeddings-v5-text-small,True,12,54,0.7630533333333333,3
zho,zeroentropy__zembed-1,True,13,54,0.7623433333333334,3
zho,microsoft__harrier-oss-v1-27b,True,14,54,0.7574133333333334,3
zho,codefuse-ai__F2LLM-v2-14B,True,15,54,0.7570633333333333,3
zho,BidirLM__BidirLM-1.7B-Embedding,True,16,54,0.7554333333333334,3
zho,jinaai__jina-embeddings-v5-text-nano,True,17,54,0.7492899999999999,3
zho,codefuse-ai__F2LLM-v2-8B,True,18,54,0.7488333333333334,3
zho,infly__inf-retriever-v1,True,19,54,0.7487266666666667,3
zho,BAAI__bge-m3,True,20,54,0.7451166666666666,3
zho,BidirLM__BidirLM-Omni-2.5B-Embedding,True,21,54,0.74416,3
zho,BidirLM__BidirLM-1B-Embedding,True,22,54,0.74411,3
zho,infly__inf-retriever-v1-1.5b,True,23,54,0.7417866666666667,3
zho,codefuse-ai__F2LLM-v2-4B,True,24,54,0.7398266666666666,3
zho,codefuse-ai__F2LLM-v2-1.7B,True,25,54,0.7379899999999999,3
zho,BidirLM__BidirLM-0.6B-Embedding,True,26,54,0.7378533333333334,3
zho,microsoft__harrier-oss-v1-0.6b,True,27,54,0.7364766666666668,3
zho,Qwen__Qwen3-Embedding-0.6B,True,28,54,0.7293666666666666,3
zho,codefuse-ai__F2LLM-v2-0.6B,True,29,54,0.72105,3
zho,voyageai__voyage-3.5,True,30,54,0.7088599999999999,3
zho,codefuse-ai__F2LLM-v2-330M,True,31,54,0.70791,3
zho,ibm-granite__granite-embedding-311m-multilingual-r2,True,32,54,0.6880999999999999,3
zho,google__text-multilingual-embedding-002,True,33,54,0.68589,3
zho,microsoft__harrier-oss-v1-270m,True,34,54,0.6800866666666666,3
zho,GritLM__GritLM-7B,True,35,54,0.6696366666666665,3
zho,codefuse-ai__F2LLM-v2-160M,True,36,54,0.66432,3
zho,BidirLM__BidirLM-270M-Embedding,True,37,54,0.6638133333333333,3
zho,ibm-granite__granite-embedding-97m-multilingual-r2,True,38,54,0.6492666666666667,3
zho,codefuse-ai__F2LLM-v2-80M,True,39,54,0.64271,3
zho,Snowflake__snowflake-arctic-embed-m-v2.0,True,40,54,0.6283033333333333,3
zho,intfloat__multilingual-e5-small,True,41,54,0.6269899999999999,3
zho,sentence-transformers__static-similarity-mrl-multilingual-v1,True,42,54,0.4138433333333333,3
zho,cointegrated__LaBSE-en-ru,True,43,54,0.04213,3
zho,sergeyzh__LaBSE-ru-turbo,True,44,54,0.0362933333333333,3
zho,sdadas__mmlw-e5-small,True,45,54,0.0361099999999999,3
zho,sdadas__mmlw-e5-base,True,46,54,0.0341766666666666,3
zho,DeepPavlov__rubert-base-cased-sentence,True,47,54,0.03395,3
zho,sergeyzh__rubert-tiny-turbo,True,48,54,0.0278866666666666,3
zho,cointegrated__rubert-tiny2,True,49,54,0.0170333333333333,3
zho,ai-forever__sbert_large_mt_nlu_ru,True,50,54,0.0074966666666666,3
zho,ai-forever__sbert_large_nlu_ru,True,51,54,0.0066333333333333,3
zho,cointegrated__rubert-tiny,True,52,54,0.0063799999999999,3
zho,DeepPavlov__distilrubert-small-cased-conversational,True,53,54,0.0053666666666666,3
zho,deepvk__deberta-v1-base,True,54,54,0.00477,3
deu,Qwen__Qwen3-Embedding-8B,True,1,53,0.8372125,4
deu,google__gemini-embedding-001,True,2,53,0.8319924999999999,4
deu,nvidia__llama-embed-nemotron-8b,True,3,53,0.830745,4
deu,perplexity-ai__pplx-embed-v1-4b,True,4,53,0.8251850000000001,4
deu,Qwen__Qwen3-Embedding-4B,True,5,53,0.821975,4
deu,microsoft__harrier-oss-v1-27b,True,6,53,0.8113275,4
deu,tencent__KaLM-Embedding-Gemma3-12B-2511,True,7,53,0.80696,4
deu,perplexity-ai__pplx-embed-v1-0.6b,True,8,53,0.805645,4
deu,infly__inf-retriever-v1,True,9,53,0.80257,4
deu,jinaai__jina-embeddings-v5-text-small,True,10,53,0.7973075,4
deu,ICT-TIME-and-Querit__ICT-TIME-and-Querit-embedding-v1,True,11,53,0.7952825,4
deu,jinaai__jina-embeddings-v5-text-nano,True,12,53,0.7952025,4
deu,ICT-TIME-and-Querit__BOOM_4B_v1,True,13,53,0.7944825,4
deu,codefuse-ai__F2LLM-v2-14B,True,14,53,0.7940875000000001,4
deu,google__embeddinggemma-300m,True,15,53,0.7936775,4
deu,codefuse-ai__F2LLM-v2-8B,True,16,53,0.7927474999999999,4
deu,Bytedance__Seed1.6-embedding-1215,True,17,53,0.7884774999999999,4
deu,zeroentropy__zembed-1,True,18,53,0.7854924999999999,4
deu,codefuse-ai__F2LLM-v2-4B,True,19,53,0.7821125,4
deu,codefuse-ai__F2LLM-v2-1.7B,True,20,53,0.7798625,4
deu,BidirLM__BidirLM-Omni-2.5B-Embedding,True,21,53,0.7741825,4
deu,BAAI__bge-m3,True,22,53,0.771705,4
deu,infly__inf-retriever-v1-1.5b,True,23,53,0.7654675,4
deu,BidirLM__BidirLM-1.7B-Embedding,True,24,53,0.76372,4
deu,GritLM__GritLM-7B,True,25,53,0.76248,4
deu,BidirLM__BidirLM-1B-Embedding,True,26,53,0.76001,4
deu,voyageai__voyage-3.5,True,27,53,0.7590399999999999,4
deu,microsoft__harrier-oss-v1-0.6b,True,28,53,0.7586725,4
deu,Qwen__Qwen3-Embedding-0.6B,True,29,53,0.7564175,4
deu,codefuse-ai__F2LLM-v2-0.6B,True,30,53,0.7556275,4
deu,Snowflake__snowflake-arctic-embed-m-v2.0,True,31,53,0.7509650000000001,4
deu,codefuse-ai__F2LLM-v2-330M,True,32,53,0.7460025,4
deu,google__text-multilingual-embedding-002,True,33,53,0.7427525,4
deu,ibm-granite__granite-embedding-311m-multilingual-r2,True,34,53,0.7266475,4
deu,BidirLM__BidirLM-0.6B-Embedding,True,35,53,0.7261124999999999,4
deu,microsoft__harrier-oss-v1-270m,True,36,53,0.7247399999999999,4
deu,codefuse-ai__F2LLM-v2-160M,True,37,53,0.6950025,4
deu,ibm-granite__granite-embedding-97m-multilingual-r2,True,38,53,0.6876875,4
deu,BidirLM__BidirLM-270M-Embedding,True,39,53,0.6542300000000001,4
deu,codefuse-ai__F2LLM-v2-80M,True,40,53,0.6516625,4
deu,sentence-transformers__static-similarity-mrl-multilingual-v1,True,41,53,0.4817374999999999,4
deu,sergeyzh__LaBSE-ru-turbo,True,42,53,0.3475175,4
deu,cointegrated__LaBSE-en-ru,True,43,53,0.3134,4
deu,sdadas__mmlw-e5-base,True,44,53,0.30149,4
deu,sdadas__mmlw-e5-small,True,45,53,0.239295,4
deu,sergeyzh__rubert-tiny-turbo,True,46,53,0.1532224999999999,4
deu,DeepPavlov__rubert-base-cased-sentence,True,47,53,0.0717925,4
deu,cointegrated__rubert-tiny2,True,48,53,0.060285,4
deu,DeepPavlov__distilrubert-small-cased-conversational,True,49,53,0.03835,4
deu,cointegrated__rubert-tiny,True,50,53,0.03774,4
deu,ai-forever__sbert_large_mt_nlu_ru,True,51,53,0.0286775,4
deu,ai-forever__sbert_large_nlu_ru,True,52,53,0.02325,4
deu,deepvk__deberta-v1-base,True,53,53,0.01509,4
spa,google__gemini-embedding-001,True,1,28,0.7603125,4
spa,codefuse-ai__F2LLM-v2-14B,True,2,28,0.736105,4
spa,codefuse-ai__F2LLM-v2-8B,True,3,28,0.7307425,4
spa,infly__inf-retriever-v1,True,4,28,0.7252700000000001,4
spa,codefuse-ai__F2LLM-v2-4B,True,5,28,0.7218450000000001,4
spa,jinaai__jina-embeddings-v5-text-small,True,6,28,0.7170000000000001,4
spa,codefuse-ai__F2LLM-v2-1.7B,True,7,28,0.7104375,4
spa,jinaai__jina-embeddings-v5-text-nano,True,8,28,0.707505,4
spa,infly__inf-retriever-v1-1.5b,True,9,28,0.6952525,4
spa,codefuse-ai__F2LLM-v2-0.6B,True,10,28,0.6902649999999999,4
spa,GritLM__GritLM-7B,True,11,28,0.6758424999999999,4
spa,BAAI__bge-m3,True,12,28,0.67379,4
spa,codefuse-ai__F2LLM-v2-330M,True,13,28,0.6695125000000001,4
spa,codefuse-ai__F2LLM-v2-160M,True,14,28,0.61841,4
spa,codefuse-ai__F2LLM-v2-80M,True,15,28,0.57948,4
spa,sentence-transformers__static-similarity-mrl-multilingual-v1,True,16,28,0.3962675,4
spa,sergeyzh__LaBSE-ru-turbo,True,17,28,0.2392425,4
spa,cointegrated__LaBSE-en-ru,True,18,28,0.2232724999999999,4
spa,sdadas__mmlw-e5-base,True,19,28,0.2202225,4
spa,sdadas__mmlw-e5-small,True,20,28,0.1855025,4
spa,sergeyzh__rubert-tiny-turbo,True,21,28,0.0920749999999999,4
spa,cointegrated__rubert-tiny2,True,22,28,0.04412,4
spa,DeepPavlov__rubert-base-cased-sentence,True,23,28,0.0402775,4
spa,cointegrated__rubert-tiny,True,24,28,0.02364,4
spa,ai-forever__sbert_large_mt_nlu_ru,True,25,28,0.016865,4
spa,ai-forever__sbert_large_nlu_ru,True,26,28,0.01212,4
spa,DeepPavlov__distilrubert-small-cased-conversational,True,27,28,0.01149,4
spa,deepvk__deberta-v1-base,True,28,28,0.009085,4
rus,Qwen__Qwen3-Embedding-8B,True,1,57,0.8614850000000001,2
rus,nvidia__llama-embed-nemotron-8b,True,2,57,0.8589,2
rus,google__gemini-embedding-001,True,3,57,0.8487750000000001,2
rus,Qwen__Qwen3-Embedding-4B,True,4,57,0.832965,2
rus,microsoft__harrier-oss-v1-27b,True,5,57,0.829715,2
rus,perplexity-ai__pplx-embed-v1-4b,True,6,57,0.824125,2
rus,perplexity-ai__pplx-embed-v1-0.6b,True,7,57,0.8206100000000001,2
rus,tencent__KaLM-Embedding-Gemma3-12B-2511,True,8,57,0.817385,2
rus,BAAI__bge-m3,True,9,57,0.816175,2
rus,jinaai__jina-embeddings-v5-text-small,True,10,57,0.81423,2
rus,ICT-TIME-and-Querit__BOOM_4B_v1,True,11,57,0.80751,2
rus,codefuse-ai__F2LLM-v2-14B,True,12,57,0.80489,2
rus,codefuse-ai__F2LLM-v2-8B,True,13,57,0.804185,2
rus,ICT-TIME-and-Querit__ICT-TIME-and-Querit-embedding-v1,True,14,57,0.80325,2
rus,google__embeddinggemma-300m,True,15,57,0.80314,2
rus,BidirLM__BidirLM-1.7B-Embedding,True,16,57,0.80211,2
rus,infly__inf-retriever-v1,True,17,57,0.800935,2
rus,BidirLM__BidirLM-Omni-2.5B-Embedding,True,18,57,0.800235,2
rus,jinaai__jina-embeddings-v5-text-nano,True,19,57,0.799825,2
rus,deepvk__USER-bge-m3,True,20,57,0.794685,2
rus,codefuse-ai__F2LLM-v2-4B,True,21,57,0.792565,2
rus,BidirLM__BidirLM-1B-Embedding,True,22,57,0.790535,2
rus,microsoft__harrier-oss-v1-0.6b,True,23,57,0.786265,2
rus,codefuse-ai__F2LLM-v2-1.7B,True,24,57,0.784645,2
rus,infly__inf-retriever-v1-1.5b,True,25,57,0.783675,2
rus,BidirLM__BidirLM-0.6B-Embedding,True,26,57,0.77249,2
