Unnamed: 0,Model,ara-Arab,ben-Beng,deu-Latn,eng-Latn,fra-Latn,hin-Deva,ind-Latn,jpn-Jpan,kor-Hang,mar-Deva,por-Latn,rus-Cyrl,spa-Latn,swa-Latn,tam-Taml,tel-Telu,tur-Latn,urd-Arab,vie-Latn,zho-Hans
13.0,embeddinggemma-300m,76.7886896551724,80.80925,81.2105,73.08260544217687,74.94614285714285,80.36736111111111,86.01820000000001,89.6696,94.08575,90.04075,94.4444,89.244,82.1439393939394,71.426,86.9435,85.8268,91.3955,75.864,79.046125,80.79521212121212
14.0,F2LLM-v2-4B,72.02548275862068,84.68875,75.44032352941176,80.82672789115647,74.70471428571429,80.99361111111111,84.76800000000001,88.0332,93.83675,91.44725,93.15,88.6308,80.5661515151515,69.78,89.40050000000001,89.2832,93.42075,87.42683333333333,80.14921874999999,80.72760606060606
15.0,BOOM_4B_v1,70.82610344827587,82.002375,76.28929411764706,76.74656802721088,75.493,79.66283333333332,86.9046,88.9032,94.08225,90.329,94.9382,89.8828,82.4658484848485,59.526,86.99425000000001,86.623,92.843,83.9205,80.3633125,81.12166666666667
16.0,jina-embeddings-v5-text-small,71.9046551724138,82.296875,76.56188235294118,77.99190816326531,73.97442857142858,80.32588888888888,85.9076,89.03320000000001,93.22475,88.6985,94.3506,89.50379999999998,82.02793939393939,61.794,86.90275000000001,87.1116,93.00725,81.6245,80.93828125,80.7630303030303
17.0,pplx-embed-v1-0.6b,76.18213793103448,79.3975,82.06379411764706,74.00271428571429,72.22871428571428,79.15363888888889,86.34299999999999,90.2204,93.21775,86.8835,94.6044,90.3886,82.07975757575757,74.265,70.74925,85.17139999999999,93.26425,72.48400000000001,80.43871875,81.13051515151514
18.0,inf-retriever-v1,77.981,83.15275,82.39982352941176,77.34033673469388,70.40971428571429,80.99794444444444,86.6544,89.59059999999998,94.89575,87.92925,95.7312,90.07479999999998,83.40745454545456,57.934,69.79875,72.7704,93.85125,86.00450000000001,82.0515,82.03245454545454
19.0,Cohere-embed-multilingual-v3.0,73.72093103448275,77.82475,78.94555882352941,79.46863605442176,68.28671428571428,77.7645,85.75,88.10119999999999,91.66675,91.404,93.6102,89.31979999999999,79.51257575757576,75.57300000000001,90.0025,87.9658,93.32775,75.80816666666666,78.2464375,76.94575757575758
20.0,zembed-1,71.27293103448275,81.010125,76.18608823529411,77.5694761904762,72.32228571428571,79.98516666666666,85.5632,88.43180000000001,94.131,90.60325,94.3194,87.90480000000001,81.69903030303031,49.713,87.634,82.91340000000001,93.08925,83.70633333333333,81.0541875,81.46818181818182
21.0,jina-embeddings-v5-text-nano,71.40558620689654,80.38825,76.14367647058825,76.07702040816326,69.59228571428572,79.66991666666667,85.5592,88.8778,93.36025,87.71775,93.8208,88.74000000000001,81.61303030303031,63.43600000000001,84.60350000000001,83.094,93.14175,79.5105,80.4148125,79.92515151515151
22.0,F2LLM-v2-1.7B,70.11713793103449,81.31075,74.27994117647059,78.33063945578232,71.26714285714286,78.99588888888889,84.27620000000002,87.16860000000001,92.5555,89.33525,93.0418,88.00079999999998,78.82957575757577,67.64099999999999,86.62325,86.17060000000001,92.8435,82.994,78.62462500000001,79.47836363636364
23.0,bge-m3,71.82427586206896,77.08825,78.25526470588235,76.63533333333334,66.61328571428572,75.46855555555555,85.6636,88.2184,91.235,90.0945,92.37680000000002,88.8452,77.84281818181819,78.574,87.92175,88.6306,92.317,75.01333333333334,77.21240625,76.19036363636363
24.0,gte-Qwen2-7B-instruct,76.72648275862069,81.828375,80.40655882352941,76.86687755102041,69.55757142857144,78.99658333333333,84.719,87.33319999999999,94.488,86.73425,94.6124,87.053,81.68315151515151,47.115,71.37400000000001,72.06859999999999,93.31974999999998,86.845,80.8119375,80.98775757575758
25.0,multilingual-e5-large-instruct,73.75172413793103,76.960375,78.27379411764706,78.49364285714286,67.08728571428571,77.28202777777777,84.2028,85.09,91.46625,89.24975,93.5334,86.08180000000002,79.69963636363636,68.367,87.38725000000001,84.8518,92.63875,77.35966666666666,78.361125,76.69312121212121
26.0,voyage-3.5,73.24682758620689,77.83037499999999,78.96226470588235,74.28350680272109,70.25714285714287,74.40372222222223,84.40160000000002,87.2738,93.23675,85.15125,94.49479999999998,87.85040000000001,79.72066666666666,66.926,79.12725,81.3874,91.933,80.7115,78.60621875,77.24306060606061
27.0,BidirLM-Omni-2.5B-Embedding,69.01120689655173,78.971125,74.27438235294117,74.45139455782312,70.2672857142857,76.40505555555556,85.226,88.1528,92.92875,88.292,93.2452,88.62719999999999,79.3881818181818,56.724,82.3,83.9766,92.42125,82.35033333333334,78.55109375,79.0529090909091
28.0,voyage-3,74.19224137931035,79.266375,78.01179411764706,75.54650340136054,72.29328571428572,76.7796388888889,83.98780000000001,84.52199999999999,92.44675,88.27000000000001,92.4478,85.075,78.70551515151514,59.184000000000005,86.7295,84.7582,91.909,81.36283333333333,77.71296875,76.09351515151515
29.0,BidirLM-1B-Embedding,67.03965517241379,78.92250000000001,72.69676470588236,74.9826088435374,68.63971428571428,74.9966388888889,85.139,88.1738,91.6705,88.1135,91.894,87.5098,77.15954545454545,72.598,86.625,84.43439999999998,92.27775,78.79066666666667,76.90834375,76.71033333333332
30.0,jina-embeddings-v4,73.50772413793104,77.595125,77.99497058823529,74.62444217687076,78.11085714285714,74.18166666666667,84.1972,87.9814,92.06025,81.87349999999999,93.0628,88.30579999999999,78.56045454545453,59.949,71.28824999999999,77.92320000000001,91.3675,78.086,77.40424999999999,77.60963636363637
31.0,Solon-embeddings-large-0.1,71.56458620689655,75.22387499999999,77.23944117647059,77.69927891156463,65.324,75.56602777777778,83.77359999999999,85.3836,90.437,90.04025,93.0328,85.43860000000001,77.03551515151516,67.663,88.10975,84.6938,91.82575,74.59583333333333,76.4094375,74.50839393939394
32.0,BidirLM-1.7B-Embedding,67.63489655172414,78.797375,72.73117647058824,73.14404081632652,70.11171428571429,73.83675000000001,85.47359999999999,88.7392,91.602,86.119,91.6852,87.69259999999998,77.18963636363637,68.462,80.5145,82.13419999999999,90.938,79.55016666666667,77.224875,78.56284848484849
33.0,snowflake-arctic-embed-l-v2.0,69.25655172413792,75.909875,77.1675,73.01480272108843,65.235,74.69922222222222,83.485,86.39379999999998,90.361,88.854,92.6058,87.35480000000001,77.28578787878789,70.819,86.8215,85.63980000000001,90.61925,77.58,75.29018749999999,74.30884848484848
34.0,jina-embeddings-v3,71.33734482758621,75.9235,76.89179411764707,72.36486734693878,71.60985714285715,75.29275,83.27799999999999,86.1408,90.2405,89.4865,92.0582,86.9988,76.86836363636364,59.615,86.30725,85.3172,91.6055,76.07283333333334,75.49828125,74.56987878787879
35.0,multilingual-e5-large,73.01871428571428,74.41733333333333,78.08340625,76.57818835616438,66.83716666666668,77.876,94.477,92.70675,91.87025,89.67224999999999,94.5525,94.19925,80.5724375,,87.6015,87.16,93.141,72.73733333333332,78.4335625,76.0521875
36.0,bilingual-embedding-large,71.30437931034483,75.2105,75.53532352941176,78.577268707483,66.67314285714286,75.26541666666667,82.83099999999999,84.85780000000001,91.60975,89.697,92.7596,84.8498,77.1429696969697,59.358,87.3,82.99860000000001,92.189,77.04633333333334,76.7645,75.21324242424242
37.0,harrier-oss-v1-0.6b,66.57641379310346,73.121875,72.88652941176471,77.90910884353742,73.76214285714286,74.13711111111111,84.8818,87.072,89.088,84.588,91.6172,87.175,78.15881818181818,68.635,81.7485,81.9912,89.168,71.2035,76.44225,77.36421212121213
38.0,GritLM-7B,67.22755172413792,74.22725,78.4725294117647,69.77482653061224,72.00800000000001,69.26530555555556,84.0752,85.7278,92.944,74.71625,95.5474,87.03699999999999,78.96975757575757,64.887,58.40775,57.4854,90.75925,74.96233333333335,73.4315,75.18275757575758
39.0,text-multilingual-embedding-002,68.03972413793103,75.992125,75.22761764705884,77.74521768707483,66.20885714285714,73.49191666666667,83.01859999999999,84.6916,89.17875,87.24350000000001,91.4972,85.0336,75.20472727272728,68.377,86.44425,84.02680000000001,91.216,79.91999999999999,73.37593749999999,72.373
40.0,gte-Qwen2-1.5B-instruct,70.16362068965518,72.81299999999999,77.50670588235295,65.96777891156462,70.78385714285714,69.09686111111112,83.9522,88.4336,91.52175,73.64275,93.493,88.9486,78.15966666666667,62.698,43.518,55.30120000000001,87.0025,71.12066666666666,74.89099999999999,76.34745454545454
41.0,F2LLM-v2-0.6B,66.7713448275862,75.35875,71.79332352941177,73.31356122448979,68.027,74.75908333333334,82.48200000000001,84.97999999999999,90.59275,83.88975,91.7326,86.00100000000002,76.1651515151515,62.09,76.84174999999999,79.67060000000001,89.40625,75.01866666666666,75.7655625,76.66287878787878
42.0,bge-m3-custom-fr,65.74372413793104,74.420875,74.11161764705882,74.50375850340136,62.90157142857142,70.3421388888889,83.5532,85.302,89.541,88.42725,90.5436,84.9756,73.04978787878788,72.816,86.07675,86.01060000000001,89.37075,72.20216666666667,71.96259375,70.99390909090909
43.0,inf-retriever-v1-1.5b,69.99541379310345,73.479875,77.10170588235295,66.17556462585034,68.94357142857143,69.17075,84.082,87.744,92.00325,73.094,93.77700000000002,88.0166,77.89233333333333,62.987,43.779250000000005,55.3218,86.6205,70.36233333333334,75.75509375,76.66
45.0,Linq-Embed-Mistral,64.97893103448277,74.553,75.83441176470588,69.08351360544216,72.31771428571429,67.67108333333334,82.746,83.5456,91.64675,74.103,94.3738,87.1006,76.97354545454546,63.12799999999999,61.3135,59.436,88.64975000000001,72.39066666666668,72.48040625,73.18084848484848
46.0,Qwen3-Embedding-0.6B,69.01968965517241,74.076125,75.90455882352941,69.38094217687075,68.64785714285713,72.01336111111112,83.3888,86.351,90.4785,78.88825,92.58939999999998,86.19640000000001,77.06412121212121,49.044,68.77875,77.1528,86.261,69.23816666666666,75.44434375,75.91960606060606
47.0,bilingual-embedding-base,67.51203448275862,71.221375,74.80958823529411,74.127768707483,62.754857142857134,72.04169444444443,82.75019999999999,83.4962,88.52825,86.902,91.413,84.63940000000001,75.60575757575756,62.007,85.91475000000001,79.90220000000001,90.38775,70.47983333333333,73.9773125,72.43042424242424
48.0,SFR-Embedding-Mistral,64.55393103448276,74.099375,74.77235294117646,67.99513605442176,72.91085714285714,66.81366666666668,83.2678,84.3272,91.14225,72.23575,94.2388,88.107,75.83706060606062,62.164,59.49125,58.0236,88.33925,71.31816666666667,71.15028125,72.08721212121212
49.0,multilingual-e5-base,66.15272413793105,68.66562499999999,73.82605882352942,69.42763265306124,63.71614285714286,71.42608333333334,83.9152,83.996,86.38575,84.1665,90.6942,85.3576,75.76478787878787,71.056,81.78625000000001,79.14099999999999,89.68324999999999,64.4175,73.01325,70.12899999999999
50.0,NV-Embed-v2,63.79986206896552,72.50525,76.799,68.2034455782313,65.94314285714286,66.14794444444443,84.3714,85.62819999999999,91.996,73.06025,95.3246,81.15859999999999,78.9459393939394,58.906000000000006,55.51075,48.8366,89.10725,72.34983333333332,72.4483125,73.32121212121211
51.0,GritLM-8x7B,67.06748275862068,72.897375,76.10935294117647,69.67058843537414,68.66714285714286,70.08041666666666,81.56060000000001,82.06200000000001,89.7455,76.2415,92.8748,85.1464,76.57048484848484,56.726,65.496,57.863200000000006,89.106,73.79233333333333,72.62225,72.72284848484848
52.0,Cohere-embed-multilingual-light-v3.0,63.13106896551724,72.6895,70.84744117647058,69.78443197278912,64.26385714285715,69.62777777777778,81.59639999999999,82.86300000000001,83.878,86.143,89.63839999999999,84.19760000000001,72.19909090909091,68.554,84.146,82.4404,85.68675,69.7045,68.0850625,66.55709090909092
53.0,KaLM-embedding-multilingual-mini-v1,67.95937931034483,70.72262500000001,76.13397058823529,66.73604421768708,68.43014285714287,69.0858611111111,82.0848,83.0214,87.77900000000001,74.10675,91.6334,85.2704,77.00684848484849,58.994,62.1475,73.0064,83.79725,62.48716666666666,72.8846875,75.25575757575758
54.0,NV-Embed-v1,63.43613793103449,63.580125,78.037,65.79469047619048,65.0457142857143,65.60230555555555,83.6004,84.07880000000002,91.69925,64.176,94.8234,88.1758,78.63778787878788,51.168,39.48500000000001,30.5204,88.40175,65.39383333333333,72.366125,74.078
55.0,e5-mistral-7b-instruct,62.03213793103448,73.267125,72.39108823529412,66.3360850340136,71.738,64.631,82.6056,83.6072,90.29875,70.4705,93.76,87.72740000000002,73.8540303030303,61.882000000000005,57.89175,56.4792,86.90174999999999,69.077,69.48390625,70.39427272727272
56.0,F2LLM-v2-330M,63.69355172413793,72.951125,70.0230294117647,69.73682993197279,64.32900000000001,71.95922222222222,80.884,83.0494,89.24475000000001,80.81325,90.2052,85.2626,74.0660303030303,57.276,70.769,75.387,86.5155,71.29583333333333,73.20156250000001,74.27745454545455
57.0,harrier-oss-v1-270m,60.592379310344825,70.81875,68.4830294117647,74.49482993197279,68.07071428571429,69.71377777777778,81.4172,81.4828,82.61500000000001,82.7245,88.867,83.1458,74.02969696969697,66.291,80.917,79.2102,85.44625,67.58333333333333,70.808625,71.13227272727272
58.0,voyage-3-lite,65.2091724137931,69.463875,73.39720588235295,69.27887755102041,63.53071428571428,66.20488888888889,79.3708,82.1762,88.8255,83.28925000000001,91.0018,81.394,73.35084848484848,50.324000000000005,80.26299999999999,78.12360000000001,89.4255,70.94433333333333,71.49965625,69.58742424242425
59.0,BidirLM-0.6B-Embedding,60.26931034482759,66.26725,67.80908823529411,64.3582448979592,69.054,61.05708333333334,83.0608,86.0758,86.87400000000001,69.56599999999999,90.2196,86.09539999999998,72.20972727272728,57.189,55.5565,66.4744,86.22125,61.881166666666665,71.27965625,73.56360606060606
60.0,bilingual-embedding-small,62.236689655172405,68.639,70.45397058823531,68.9326156462585,58.957285714285725,68.3013888888889,78.7126,79.38159999999999,83.40575,84.63425,89.47139999999999,79.9638,71.45709090909091,53.734,81.73925,77.63839999999999,85.69125,67.65366666666667,68.40965625,66.6049393939394
61.0,multilingual-e5-small,57.02613793103448,65.14,64.80654545454544,64.9236109215017,60.23,68.25294285714286,80.81060000000001,81.61540000000001,81.79175,81.651,88.89399999999999,82.7604,71.7120909090909,68.477,78.09049999999999,77.5784,84.9405,60.66966666666666,66.66590624999999,63.68521212121212
62.0,SFR-Embedding-2_R,59.24034482758621,69.10225,69.9424705882353,63.87215646258504,69.63685714285714,63.31561111111112,79.957,80.48920000000001,89.16725000000001,67.26325,92.2126,83.62300000000002,72.63387878787879,51.065000000000005,52.2555,51.31859999999999,85.40625,67.06516666666667,67.40606249999999,67.85345454545454
63.0,gte-Qwen1.5-7B-instruct,64.58248275862069,58.474,75.20235294117647,62.79599659863946,67.52514285714285,64.13369444444444,79.5782,80.84060000000001,85.32075,69.3185,91.9214,82.59779999999999,76.06224242424243,38.773,40.3345,35.499399999999994,81.80825,46.581,71.97796875,75.02675757575757
64.0,granite-embedding-278m-multilingual,56.57586206896552,62.167125,70.35982352941176,61.79664625850341,66.548,62.33241666666667,76.4746,82.9458,80.19024999999999,74.2165,89.045,78.3506,70.06781818181818,61.271,73.86725,73.7662,77.699,59.68416666666667,61.744375,65.07669696969697
65.0,snowflake-arctic-embed-m-v2.0,54.26144827586207,61.722875,71.86332352941177,60.33156462585034,64.93957142857143,63.08580555555555,75.145,79.8828,81.67275000000001,80.48349999999999,92.0008,82.0838,71.8889090909091,52.381,77.51025,79.0994,76.1285,60.00233333333333,59.4289375,62.52072727272727
66.0,F2LLM-v2-160M,58.30096551724138,64.600625,65.80767647058823,63.04565986394558,61.44585714285714,66.8116388888889,76.8982,80.14020000000001,84.59575000000001,71.25875,87.06720000000001,81.5574,69.60872727272728,50.46000000000001,57.04774999999999,67.3472,82.35249999999999,62.31816666666666,68.69834375,69.95533333333334
67.0,jasper_en_vision_language_v1,55.0893448275862,43.7795,72.9885294117647,64.59783333333333,67.07771428571428,59.588166666666666,77.6978,78.5458,75.94800000000001,51.42575,93.8538,82.29599999999999,74.75557575757576,17.410999999999998,26.8235,27.664,78.435,58.10416666666667,67.92825,72.60121212121213
68.0,granite-embedding-107m-multilingual,54.792620689655166,57.151375,69.0065294117647,55.24696938775509,64.01957142857142,58.430388888888885,73.6772,81.69720000000001,79.29825,64.068,87.8476,75.6396,68.5648787878788,59.111,62.166,68.0162,70.553,47.33266666666667,55.930125,63.40233333333334
69.0,BidirLM-270M-Embedding,49.74248275862069,61.733375,61.70288235294118,55.57711904761904,61.42171428571429,58.18052777777778,78.9966,81.26240000000001,77.05475,69.54575000000001,87.39380000000001,79.2954,66.90145454545456,49.192,65.8945,59.2848,80.5245,48.60016666666667,64.29265625000001,64.7188787878788
70.0,F2LLM-v2-80M,53.995000000000005,58.01625,62.35735294117647,57.65452380952381,58.38642857142856,62.77725000000001,74.0094,77.2122,80.72399999999999,64.89425,83.8656,78.8788,66.06363636363636,46.697,48.93325,60.4836,79.16575,56.2375,64.92128124999999,66.1900303030303
71.0,stella_en_1.5B_v5,51.55648275862069,40.605625,68.50779411764707,62.4128299319728,65.35642857142857,55.21502777777778,74.78200000000001,76.562,72.72975000000001,49.01425,91.4334,77.6926,70.14354545454545,16.023,20.90175,22.077400000000004,75.506,56.01033333333333,63.20428125000001,69.12442424242424
72.0,Arabic-labse-Matryoshka,53.58351724137931,55.300375,61.08455882352941,60.85707482993198,48.79571428571429,58.70505555555555,66.0532,61.9768,73.71950000000001,73.41975000000001,77.6292,65.0506,62.25921212121212,25.924000000000003,72.27775,61.387,76.92399999999999,58.422,59.99546875,58.84836363636363
73.0,Arabic-all-nli-triplet-Matryoshka,55.24837931034483,42.95175,64.08376470588234,54.5475850340136,55.53171428571429,58.8715,73.5692,69.52499999999999,79.374,68.602,83.48179999999999,72.4496,64.46330303030304,15.758,61.2925,49.039,83.479,56.574333333333335,62.50884375,61.56103030303031
74.0,paraphrase-multilingual-mpnet-base-v2,55.5138275862069,34.097,65.80129411764706,55.65290136054421,57.71471428571429,59.0776111111111,73.9654,68.57140000000001,78.09825,60.91375,82.4028,72.11559999999999,66.07421212121213,17.236,53.537,41.9384,83.26075,54.909666666666666,64.58534375,62.223060606060606
76.0,KaLM-embedding-multilingual-mini-instruct-v1,42.12286206896552,47.97225,60.54791176470589,58.70504761904761,59.00299999999999,46.433722222222215,72.38659999999999,67.5424,73.51,56.19499999999999,86.17739999999999,76.2344,61.664,36.946,33.88425,41.8268,74.86275,47.778000000000006,51.915,54.86460606060606
77.0,LaBSE,50.529,50.37525000000001,54.93582352941176,58.6068537414966,44.590857142857146,53.53536111111112,59.58460000000001,60.3208,70.13874999999999,68.97875,72.6362,61.8864,56.740272727272725,23.073,67.97175,56.9804,71.958,53.37666666666666,53.5956875,55.91833333333334
78.0,paraphrase-multilingual-MiniLM-L12-v2,51.58741379310345,6.7625,60.56861764705882,47.59879251700681,54.018,54.96108333333333,70.0028,65.5402,72.28825,60.121750000000006,78.8238,68.5042,62.06951515151516,11.036,8.42225,9.3588,78.99024999999999,49.89716666666666,60.3795,59.55263636363637
79.0,arabic-english-sts-matryoshka,50.075965517241386,47.295,55.14764705882352,52.18081632653061,45.077,53.003083333333336,58.497,56.323600000000006,67.5335,63.04174999999999,69.06320000000001,59.195,55.58251515151515,9.048,62.748000000000005,50.984,67.7365,55.001333333333335,54.8706875,54.86487878787879
80.0,Arabic-MiniLM-L12-v2-all-nli-triplet,48.5511724137931,16.0725,57.66891176470589,46.03696258503401,48.72842857142857,52.65780555555556,66.767,62.7032,68.7975,63.17,76.38199999999999,63.6878,59.20190909090909,14.194,25.46625,19.1328,75.14825,46.61566666666666,56.91921875,56.72221212121213
81.0,LLM2Vec-Mistral-7B-Instruct-v2-mntp-supervised,27.66665517241379,34.304375,49.29738235294117,40.26288095238096,52.49171428571429,36.34230555555556,51.97239999999999,66.353,73.6905,36.538,75.3044,61.24,48.01015151515152,37.527,22.538,23.1492,65.59325,32.251999999999995,41.68575,44.95051515151516
82.0,STS-multilingual-mpnet-base-v2,46.44137931034483,29.351,56.95917647058823,46.407272108843536,51.250714285714295,50.085166666666666,1.6016,59.2494,71.75025000000001,65.8295,78.6142,65.0764,57.754060606060605,6.865,49.9455,32.3772,76.549,44.807,55.466875,52.9110303030303
83.0,static-similarity-mrl-multilingual-v1,34.75175862068966,28.568125,48.80020588235294,39.94931292517007,44.421,31.837333333333333,55.4608,57.668200000000006,49.625,38.79825,71.6658,54.2478,48.22596969696969,23.188,28.2455,18.9906,61.30375,26.7105,41.72115625,45.49812121212121
84.0,potion-multilingual-128M,35.793103448275865,40.82475,45.856647058823526,40.1229387755102,40.50142857142857,40.71252777777777,57.6306,48.6008,56.5885,48.42675,66.5618,53.4588,47.284909090909096,20.272,47.4965,40.5708,64.117,40.8475,44.03403125,44.12578787878788
85.0,SearchMap_Preview,11.0665,12.657000000000002,70.6635,42.02869888475836,89.95349999999999,12.992,65.8135,44.6935,27.132,13.081500000000002,85.157,41.1855,75.10650000000001,,11.4565,14.258,53.189,13.594,39.974,30.534
86.0,Cohere-embed-english-v3.0,10.623793103448277,11.76675,44.61320588235294,36.48582993197279,56.34228571428571,13.821638888888888,53.4036,34.4388,24.12975,11.62525,80.3868,34.5012,45.49799999999999,25.34,13.608999999999998,6.828799999999998,52.4025,11.954833333333331,30.66265625,19.172181818181816
87.0,stella_en_400M_v5,10.45506896551724,10.873875,43.660294117647055,38.71992517006802,59.57542857142857,12.557388888888893,51.097,28.3992,23.59625,14.519000000000002,78.5282,29.218,45.47863636363637,13.827,10.03675,6.5314,46.3775,15.097833333333332,29.171625,19.833030303030306
88.0,e5-large-v2,8.78406896551724,7.464124999999999,43.37594117647058,34.512251700680274,53.10628571428572,11.17975,50.541,29.1984,21.261,9.57325,79.401,31.346,44.18248484848485,21.808,10.12725,6.4398,52.82675,9.509333333333332,29.5960625,17.66375757575758
89.0,sentence_croissant_alpha_v0.4,15.874586206896552,3.2986250000000004,48.15105882352941,37.19580952380952,60.17542857142857,10.711166666666664,45.25019999999999,35.231,26.322250000000004,8.774,83.0894,68.5504,49.35881818181818,14.698,7.34375,7.7208,38.8385,11.1225,25.3705625,27.886
90.0,sentence_croissant_alpha_v0.3,14.182724137931036,3.3528750000000005,47.60626470588235,37.26788095238096,58.74128571428571,9.296194444444444,47.4368,35.4852,25.1815,7.25875,83.0476,67.586,49.032848484848486,15.302,7.209,7.982200000000001,36.99675,9.977,25.900718750000003,27.235393939393937
91.0,e5-base-v2,8.019137931034482,6.094374999999999,39.40938235294118,32.90654421768707,50.33371428571428,11.10875,48.1044,26.0676,18.00625,10.459499999999998,75.433,24.189,40.90178787878788,24.523,11.90375,7.148199999999999,48.575,9.770666666666669,27.69553125,17.4590303030303
92.0,nomic-embed-text-v1-unsupervised,8.703103448275861,8.457875,38.792911764705885,32.881057823129254,50.813857142857145,9.50177777777778,48.723,28.8904,18.82925,9.23875,74.6802,22.338200000000004,39.93666666666667,27.354,10.15725,6.7068,48.9645,9.1925,26.58940625,18.154454545454545
93.0,embedder-100p,11.232620689655173,10.13025,56.045235294117646,36.59867346938776,42.885714285714286,28.02497222222222,50.62559999999999,22.8252,34.361,25.419000000000004,59.26440000000001,15.960800000000004,40.338696969696976,9.007,8.114249999999998,12.1872,32.225,24.749333333333333,39.534,20.997242424242422
94.0,sentence_croissant_alpha_v0.2,14.435689655172416,3.281,45.43164705882353,35.306721088435374,56.720000000000006,9.539083333333334,42.9198,30.4086,23.758000000000003,9.18025,82.4168,64.2604,46.54881818181818,11.558,6.743,7.4382,37.62575,10.611333333333333,22.2396875,25.645666666666667
95.0,baseline-bm25s,13.979655172413793,24.53375,33.23782352941176,28.934,41.72557142857142,13.874666666666668,58.92960000000001,4.2620000000000005,36.1815,28.6525,64.1628,36.4688,31.38551515151516,40.954,30.892,21.2956,52.8335,29.392000000000003,34.0043125,6.841939393939393
96.0,bge-large-en-v1.5,7.824275862068965,5.44475,37.73567647058824,31.59992176870748,49.73157142857143,7.099833333333333,47.93760000000001,24.6814,22.4675,7.19725,71.7824,24.4596,39.137757575757576,29.889,7.713249999999999,6.9756,42.82575,7.4115,27.69053125,16.87381818181818
